Created By ID,Created Date,Date,Deleted,Last Modified By ID,Last Modified Date,Last Referenced Date,Last Viewed Date,Line Description,Line Item ID,Opportunity ID,Product Name,Price Book Entry ID,Product Code,Product ID,System Modstamp,Discount,List Price,Quantity,Sales Price,Sort Order,Subtotal,Total Price
0055A00000BnRGTQA3,5/25/2021 16:17,,FALSE,0055A00000BnRGTQA3,5/25/2021 16:17,,,,00k6e00000v3ZiqAAE,0066e00001eKCLjAAO,Wireless Earbuds,01u5A00000tbFyYQAU,820-00804,01t5A000006vvefQAA,5/25/2021 16:17,0,"$1,199.00 ",106,"$1,199.00 ",,"$127,094.00 ","$127,094.00 "
00531000007KAu8AAG,3/11/2021 10:42,,FALSE,00531000007KAu8AAG,3/11/2021 10:42,,,,00k5A00000v1ehjQAA,0065A00001WwtyCQAR,Stainless Steel Cookware Set,01u5A0000195qlCQAQ,ZCAS-0-01,01t31000007WXmsAAG,3/11/2021 10:42,,"$26,950.00 ",1,"$26,950.00 ",,"$26,950.00 ","$26,950.00 "
0055A00000BnRGTQA3,5/25/2021 16:17,,FALSE,0055A00000BnRGTQA3,5/25/2021 16:17,,,,00k6e00000v3ZioAAE,0066e00001eKCLjAAO,Robot Vacuum,01u5A00000tbG2GQAU,110-00056,01t5A000006vvheQAA,5/25/2021 16:17,0,$129.00 ,106,$129.00 ,,"$13,674.00 ","$13,674.00 "
00531000007KAu8AAG,3/11/2021 10:42,,FALSE,00531000007KAu8AAG,3/11/2021 10:42,,,,00k5A00000v1ehmQAA,0065A00001WwtyCQAR,Garden Hose,01u5A0000195qlBQAQ,ZCIA-01-0-0-01,01t31000007WXmnAAG,3/11/2021 10:42,,"$58,025.00 ",1,"$58,025.00 ",,"$58,025.00 ","$58,025.00 "
00531000007KAu8AAG,3/11/2021 10:42,,FALSE,00531000007KAu8AAG,3/11/2021 10:42,,,,00k5A00000v1ehnQAA,0065A00001WwtyCQAR,Organic Cotton T-Shirt,01u5A0000195qlhQAA,850-00048,01t5A000007m0baQAA,3/11/2021 10:42,,$798.00 ,1,$798.00 ,,$798.00 ,$798.00 
00531000007KAu8AAG,3/11/2021 10:42,,FALSE,00531000007KAu8AAG,3/11/2021 10:42,,,,00k5A00000v1ehkQAA,0065A00001WwtyCQAR,Wireless Mouse,01u5A0000195qlRQAQ,ZC-INST-INT,01t5A0000073IL0QAM,3/11/2021 10:42,,"$7,500.00 ",1,"$7,500.00 ",,"$7,500.00 ","$7,500.00 "
00531000007KAu8AAG,3/11/2021 10:42,,FALSE,00531000007KAu8AAG,3/11/2021 10:42,,,,00k5A00000v1ehlQAA,0065A00001WwtyCQAR,Wireless Earbuds,01u5A0000195qlgQAA,810-00227,01t5A000007m0bVQAQ,3/11/2021 10:42,,"$5,769.00 ",1,"$5,769.00 ",,"$5,769.00 ","$5,769.00 "
00531000007KAu8AAG,3/11/2021 10:42,,FALSE,00531000007KAu8AAG,3/11/2021 10:42,,,,00k5A00000v1ehoQAA,0065A00001WwtyCQAR,Stainless Steel Cookware Set,01u5A0000195qlJQAQ,850-00043,01t5A000006vx9WQAQ,3/11/2021 10:42,,"$5,659.00 ",1,"$5,659.00 ",,"$5,659.00 ","$5,659.00 "
0055A000008iLoOQAU,5/5/2020 18:31,,FALSE,0055A000008iLoOQAU,5/5/2020 18:31,,,,00k5A00000pnYfWQAU,0065A00001a3LLVQA2,Portable Power Bank,01u5A000018IUPpQAO,ZCA-PL-SERV,01t5A000007m40qQAA,5/5/2020 18:31,,"$8,950.00 ",1,"$8,950.00 ",,"$8,950.00 ","$8,950.00 "
00531000007KAu8AAG,3/11/2021 9:06,,FALSE,00531000007KAu8AAG,3/11/2021 9:06,,,,00k5A00000v1ehWQAQ,0065A00001dIwurQAC,Home Air Purifier,01u5A0000195qlJQAQ,850-00043,01t5A000006vx9WQAQ,3/11/2021 9:06,,"$5,659.00 ",1,"$5,659.00 ",,"$5,659.00 ","$5,659.00 "
00531000007KAu8AAG,3/11/2021 9:06,,FALSE,00531000007KAu8AAG,3/11/2021 9:06,,,,00k5A00000v1ehXQAQ,0065A00001dIwurQAC,Portable Power Bank,01u5A0000195qlLQAQ,ZCAS-TI-01,01t5A000006vyofQAA,3/11/2021 9:06,,"$58,025.00 ",1,"$58,025.00 ",,"$58,025.00 ","$58,025.00 "
00531000007MUoEAAW,10/8/2019 17:36,,FALSE,00531000007MUoEAAW,10/8/2019 17:36,,,,00k5A00000p7jjrQAA,0065A00001XaZuqQAF,Adjustable Dumbbell Set,01u31000012MndYAAS,415-00042,01t31000007WT5yAAG,10/8/2019 18:05,10,$199.00 ,1,$199.00 ,5,$199.00 ,$179.10 
0055A00000BnRGTQA3,5/25/2021 16:17,,FALSE,0055A00000BnRGTQA3,5/25/2021 16:17,,,,00k6e00000v3ZizAAE,0066e00001eKCLjAAO,Organic Cotton T-Shirt,01u5A00000tbG0PQAU,810-00211,01t5A000006vvg7QAA,5/25/2021 16:17,0,$24.00 ,106,$24.00 ,,"$2,544.00 ","$2,544.00 "
0055A00000Bnt5hQAB,3/10/2021 23:59,,FALSE,0055A00000Bnt5hQAB,3/10/2021 23:59,,,,00k5A00000v1egzQAA,0065A00001dLCI1QAO,Mini Projector,01u5A0000195qkLQAQ,850-00051,01t5A000007ighVQAQ,3/10/2021 23:59,,"$134,400.00 ",1,"$134,400.00 ",,"$134,400.00 ","$134,400.00 "
00531000007MUoEAAW,10/8/2019 17:36,,FALSE,00531000007MUoEAAW,10/8/2019 17:36,,,,00k5A00000p7jjwQAA,0065A00001XaZuqQAF,Electric Kettle,01u5A000017CLgVQAW,820-00807,01t5A000007lypvQAA,10/8/2019 18:05,10,$199.00 ,1,$199.00 ,3,$199.00 ,$179.10 
0055A00000BnRGTQA3,5/25/2021 16:17,,FALSE,0055A00000BnRGTQA3,5/25/2021 16:17,,,,00k6e00000v3ZixAAE,0066e00001eKCLjAAO,Wireless Mouse,01u5A00000tbFyTQAU,810-00201,01t5A000006vvekQAA,5/25/2021 16:17,0,$300.00 ,106,$249.00 ,,"$26,394.00 ","$26,394.00 "
0055A00000BnRGTQA3,5/25/2021 16:17,,FALSE,0055A00000BnRGTQA3,5/25/2021 16:17,,,,00k6e00000v3ZiyAAE,0066e00001eKCLjAAO,Digital Alarm Clock,01u5A00000tbQZ4QAM,820-00709,01t5A000006w44lQAA,5/25/2021 16:17,0,"$2,999.00 ",106,"$2,999.00 ",,"$317,894.00 ","$317,894.00 "
0055A00000BnRGTQA3,5/25/2021 16:17,,FALSE,0055A00000BnRGTQA3,5/25/2021 16:17,,,,00k6e00000v3ZivAAE,0066e00001eKCLjAAO,Electric Toothbrush,01u5A000018Ubd0QAC,820-01093,01t5A000008iMeWQAU,5/25/2021 16:17,0,$249.00 ,106,$249.00 ,,"$26,394.00 ","$26,394.00 "
0055A00000BnRGTQA3,5/25/2021 16:17,,FALSE,0055A00000BnRGTQA3,5/25/2021 16:17,,,,00k6e00000v3ZiwAAE,0066e00001eKCLjAAO,Fitness Tracker,01u5A00000tbFyxQAE,445-01624,01t5A000006vvfJQAQ,5/25/2021 16:17,0,$39.00 ,106,$39.00 ,,"$4,134.00 ","$4,134.00 "
0055A00000BnRGTQA3,5/25/2021 16:17,,FALSE,0055A00000BnRGTQA3,5/25/2021 16:17,,,,00k6e00000v3ZitAAE,0066e00001eKCLjAAO,Gaming Chair,01u5A0000195tD6QAI,115-00082,01t5A000007iNwwQAE,5/25/2021 16:17,0,$12.00 ,106,$12.00 ,,"$1,272.00 ","$1,272.00 "
00531000007KAu8AAG,3/11/2021 9:09,,FALSE,00531000007KAu8AAG,3/11/2021 9:09,,,,00k5A00000v1eheQAA,0065A00001dIwurQAC,Smartwatch,01u5A0000195qlRQAQ,ZC-INST-INT,01t5A0000073IL0QAM,3/11/2021 9:09,,"$7,500.00 ",1,"$7,500.00 ",,"$7,500.00 ","$7,500.00 "
0055A00000BnRGTQA3,5/25/2021 16:17,,FALSE,0055A00000BnRGTQA3,5/25/2021 16:17,,,,00k6e00000v3ZiuAAE,0066e00001eKCLjAAO,Ceramic Coffee Mug,01u5A00000tbFzHQAU,432-00468,01t5A000006vvfTQAQ,5/25/2021 16:17,0,$24.00 ,106,$24.00 ,,"$2,544.00 ","$2,544.00 "
00531000007KAu8AAG,3/11/2021 9:09,,FALSE,00531000007KAu8AAG,3/11/2021 9:09,,,,00k5A00000v1ehfQAA,0065A00001dIwurQAC,Wireless Mouse,01u5A0000195qlhQAA,850-00048,01t5A000007m0baQAA,3/11/2021 9:09,,$798.00 ,1,$798.00 ,,$798.00 ,$798.00 
0055A00000BnRGTQA3,5/25/2021 16:17,,FALSE,0055A00000BnRGTQA3,5/25/2021 16:17,,,,00k6e00000v3ZirAAE,0066e00001eKCLjAAO,Yoga Mat,01u5A00000tbG1wQAE,810-00197,01t5A000006vvhPQAQ,5/25/2021 16:17,0,$499.00 ,106,$499.00 ,,"$52,894.00 ","$52,894.00 "
0055A00000BnRGTQA3,5/25/2021 16:17,,FALSE,0055A00000BnRGTQA3,5/25/2021 16:17,,,,00k6e00000v3ZisAAE,0066e00001eKCLjAAO,Smart Home Security Camera,01u5A0000195toPQAQ,850-00062,01t5A000008tkgNQAQ,5/25/2021 16:17,0,$504.00 ,"2,112",$504.00 ,,"$1,064,448.00 ","$1,064,448.00 "
00531000007MUoEAAW,11/5/2020 19:20,,FALSE,00531000007MUoEAAW,2/23/2021 0:07,,,,00k5A00000sKtGxQAK,0065A00001cKIu4QAG,Noise Cancelling Headphones,01u5A000018UZ4tQAG,MX908-02-0-0-03,01t5A000008djf4QAA,2/23/2021 14:32,18,"$71,500.00 ",5,"$71,500.00 ",2,"$357,500.00 ","$293,150.00 "
00531000007KAu8AAG,8/20/2020 14:10,,FALSE,00531000007KAu8AAG,8/20/2020 14:10,,,,00k5A00000sJpcwQAC,0065A00001bO58kQAC,Laptop Stand,01u5A000018IVfkQAG,ZCAS-0-01,01t31000007WXmsAAG,8/20/2020 14:10,,"$26,125.00 ",1,"$26,125.00 ",,"$26,125.00 ","$26,125.00 "
00531000007KAu8AAG,8/20/2020 14:10,,FALSE,00531000007KAu8AAG,8/20/2020 14:10,,,,00k5A00000sJpcxQAC,0065A00001bO58kQAC,Robot Vacuum,01u5A000018IX3TQAW,ZC-INST-INT,01t5A0000073IL0QAM,8/20/2020 14:10,,"$7,500.00 ",1,"$7,500.00 ",,"$7,500.00 ","$7,500.00 "
00531000007KAu8AAG,8/20/2020 14:10,,FALSE,00531000007KAu8AAG,8/20/2020 14:10,,,,00k5A00000sJpcyQAC,0065A00001bO58kQAC,Backpack for Laptops,01u5A000018IVgCQAW,810-00227,01t5A000007m0bVQAQ,8/20/2020 14:10,,"$5,495.00 ",1,"$5,495.00 ",,"$5,495.00 ","$5,495.00 "
00531000007KAu8AAG,8/20/2020 14:10,,FALSE,00531000007KAu8AAG,8/20/2020 14:10,,,,00k5A00000sJpczQAC,0065A00001bO58kQAC,Organic Cotton T-Shirt,01u5A000018IVfjQAG,ZCIA-01-0-0-01,01t31000007WXmnAAG,8/20/2020 14:10,,"$56,375.00 ",1,"$56,375.00 ",,"$56,375.00 ","$56,375.00 "
0055A00000BcmS5QAJ,6/15/2021 19:59,,FALSE,0055A00000BcmS5QAJ,6/15/2021 19:59,,,,00k6e00000v3lH9AAI,0066e00001eMoZFAA0,Noise Cancelling Headphones,01u5A0000195qlQQAQ,720-00063,01t5A0000073GN8QAM,6/15/2021 19:59,,"$23,184.00 ",1,"$23,184.00 ",,"$23,184.00 ","$23,184.00 "
00531000007KAu8AAG,8/20/2020 13:44,,FALSE,00531000007KAu8AAG,8/20/2020 13:44,,,,00k5A00000sJpcsQAC,0065A00001aJs4WQAS,Mini Projector,01u5A000018IX3TQAW,ZC-INST-INT,01t5A0000073IL0QAM,8/20/2020 13:44,,"$7,500.00 ",1,"$7,500.00 ",,"$7,500.00 ","$7,500.00 "
00531000007KAu8AAG,8/20/2020 13:44,,FALSE,00531000007KAu8AAG,8/20/2020 13:44,,,,00k5A00000sJpctQAC,0065A00001aJs4WQAS,Kids' Educational Tablet,01u5A000018IVfjQAG,ZCIA-01-0-0-01,01t31000007WXmnAAG,8/20/2020 13:44,,"$56,375.00 ",1,"$56,375.00 ",,"$56,375.00 ","$56,375.00 "
00531000007KAu8AAG,8/20/2020 13:44,,FALSE,00531000007KAu8AAG,8/20/2020 13:44,,,,00k5A00000sJpcuQAC,0065A00001aJs4WQAS,Camping Tent,01u5A000018IVfrQAG,850-00043,01t5A000006vx9WQAQ,8/20/2020 13:44,,"$5,495.00 ",1,"$5,495.00 ",,"$5,495.00 ","$5,495.00 "
0055A00000BcmLTQAZ,6/15/2021 18:40,,FALSE,0055A00000BcmLTQAZ,6/15/2021 18:40,,,,00k6e00000v3lFtAAI,0066e00001eMo7tAAC,Wireless Bluetooth Speaker,01u5A00000tbG2bQAE,MX908-01-1-0-03-00,01t5A000006vvhyQAA,6/15/2021 18:40,,"$65,000.00 ",1,"$65,000.00 ",,"$65,000.00 ","$65,000.00 "
00531000007KAu8AAG,8/20/2020 14:41,,FALSE,00531000007KAu8AAG,8/20/2020 14:41,,,,00k5A00000sJpdHQAS,0065A00001bMGiTQAW,Men's Running Shoes,01u5A000018IVfkQAG,ZCAS-0-01,01t31000007WXmsAAG,8/20/2020 14:41,,"$26,125.00 ",1,"$26,125.00 ",,"$26,125.00 ","$26,125.00 "
00531000007KAu8AAG,8/20/2020 14:41,,FALSE,00531000007KAu8AAG,8/20/2020 14:41,,,,00k5A00000sJpdIQAS,0065A00001bMGiTQAW,Wireless Mouse,01u5A000018IX3TQAW,ZC-INST-INT,01t5A0000073IL0QAM,8/20/2020 14:41,,"$7,500.00 ",1,"$7,500.00 ",,"$7,500.00 ","$7,500.00 "
0055A000008zqzaQAA,8/20/2020 13:40,,FALSE,0055A000008zqzaQAA,8/20/2020 13:40,,,,00k5A00000sJpchQAC,0065A00001XbS13QAF,Yoga Mat,01u5A000018IbKWQA0,ZC-TRN-1DUS,01t5A000008sgzMQAQ,8/20/2020 13:40,,"$5,000.00 ",1,"$5,000.00 ",,"$5,000.00 ","$5,000.00 "
0055A000008iLoOQAU,3/10/2021 17:11,,FALSE,0055A000008iLoOQAU,3/10/2021 17:11,,,,00k5A00000v1edsQAA,0065A00001dLABzQAO,Organic Cotton T-Shirt,01u5A0000195qk0QAA,810-00194,01t31000007WXnCAAW,3/10/2021 17:11,,"$3,450.00 ",1,"$3,450.00 ",,"$3,450.00 ","$3,450.00 "
00531000007KAu8AAG,8/20/2020 14:41,,FALSE,00531000007KAu8AAG,8/20/2020 14:41,,,,00k5A00000sJpdJQAS,0065A00001bMGiTQAW,Robot Vacuum,01u5A000018IVfrQAG,850-00043,01t5A000006vx9WQAQ,8/20/2020 14:41,,"$5,495.00 ",1,"$5,495.00 ",,"$5,495.00 ","$5,495.00 "
0055A000008zqzaQAA,8/20/2020 13:40,,FALSE,0055A000008zqzaQAA,8/20/2020 13:40,,,,00k5A00000sJpciQAC,0065A00001XbS13QAF,Men's Running Shoes,01u5A000018IUPGQA4,ZCAS-0-01,01t31000007WXmsAAG,8/20/2020 13:40,,"$23,750.00 ",1,"$23,750.00 ",,"$23,750.00 ","$23,750.00 "
00531000007KAu8AAG,8/20/2020 14:41,,FALSE,00531000007KAu8AAG,8/20/2020 14:41,,,,00k5A00000sJpdKQAS,0065A00001bMGiTQAW,Electric Toothbrush,01u5A000018IVgBQAW,ZCAS-SI-01,01t5A000007m0bQQAQ,8/20/2020 14:41,,"$56,375.00 ",1,"$56,375.00 ",,"$56,375.00 ","$56,375.00 "
0055A000008zqzaQAA,8/20/2020 13:40,,FALSE,0055A000008zqzaQAA,8/20/2020 13:40,,,,00k5A00000sJpcjQAC,0065A00001XbS13QAF,Kids' Educational Tablet,01u5A000018IUPJQA4,810-00194,01t31000007WXnCAAW,8/20/2020 13:40,,"$3,350.00 ",1,"$3,350.00 ",,"$3,350.00 ","$3,350.00 "
0055A000008zqzaQAA,8/20/2020 13:38,,FALSE,0055A000008zqzaQAA,8/20/2020 13:38,,,,00k5A00000sJpccQAC,0063100000frgbMAAQ,Stainless Steel Cookware Set,01u5A000018IbKWQA0,ZC-TRN-1DUS,01t5A000008sgzMQAQ,8/20/2020 13:38,,"$5,000.00 ",1,"$5,000.00 ",,"$5,000.00 ","$5,000.00 "
0055A000008zqzaQAA,8/20/2020 13:38,,FALSE,0055A000008zqzaQAA,8/20/2020 13:38,,,,00k5A00000sJpcdQAC,0063100000frgbMAAQ,Portable Electric Heater,01u5A000018IUPGQA4,ZCAS-0-01,01t31000007WXmsAAG,8/20/2020 13:38,,"$23,750.00 ",1,"$23,750.00 ",,"$23,750.00 ","$23,750.00 "
0055A000008zqzaQAA,8/20/2020 13:38,,FALSE,0055A000008zqzaQAA,8/20/2020 13:38,,,,00k5A00000sJpceQAC,0063100000frgbMAAQ,Electric Kettle,01u5A000018IUPJQA4,810-00194,01t31000007WXnCAAW,8/20/2020 13:38,,"$3,350.00 ",1,"$3,350.00 ",,"$3,350.00 ","$3,350.00 "
0055A000008zqzaQAA,8/20/2020 13:38,,FALSE,0055A000008zqzaQAA,8/20/2020 13:38,,,,00k5A00000sJpcfQAC,0063100000frgbMAAQ,Bike Helmet,01u5A000018IUPFQA4,ZCIA-01-0-0-01,01t31000007WXmnAAG,8/20/2020 13:38,,"$51,250.00 ",1,"$51,250.00 ",,"$51,250.00 ","$51,250.00 "
0055A000008zqzaQAA,8/20/2020 13:42,,FALSE,0055A000008zqzaQAA,8/20/2020 13:42,,,,00k5A00000sJpcoQAC,0065A0000112SfOQAU,Camping Tent,01u5A000018IUPFQA4,ZCIA-01-0-0-01,01t31000007WXmnAAG,8/20/2020 13:42,,"$51,250.00 ",1,"$51,250.00 ",,"$51,250.00 ","$51,250.00 "
00531000007MUoEAAW,11/5/2020 19:17,,FALSE,00531000007MUoEAAW,2/23/2021 0:07,,,,00k5A00000sKtGqQAK,0065A00001cKIu4QAG,Garden Hose,01u31000012MndYAAS,415-00042,01t31000007WT5yAAG,2/23/2021 14:32,18,$199.00 ,5,$199.00 ,3,$995.00 ,$815.90 
00531000007MUoEAAW,11/5/2020 19:17,,FALSE,00531000007MUoEAAW,2/23/2021 0:07,,,,00k5A00000sKtGrQAK,0065A00001cKIu4QAG,Digital Alarm Clock,01ui000000re0tdAAA,900-00603,01ti0000006jEVwAAM,2/23/2021 14:32,,"$7,500.00 ",1,"$7,500.00 ",7,"$7,500.00 ","$7,500.00 "
00531000007KAu8AAG,8/20/2020 13:44,,FALSE,00531000007KAu8AAG,8/20/2020 13:44,,,,00k5A00000sJpcrQAC,0065A00001aJs4WQAS,Portable Power Bank,01u5A000018IVfkQAG,ZCAS-0-01,01t31000007WXmsAAG,8/20/2020 13:44,,"$26,125.00 ",1,"$26,125.00 ",,"$26,125.00 ","$26,125.00 "
0055A00000BcmS5QAJ,6/15/2021 19:59,,FALSE,0055A00000BcmS5QAJ,6/15/2021 19:59,,,,00k6e00000v3lHAAAY,0066e00001eMoZFAA0,Smartwatch,01u5A0000195r2pQAA,720-00064,01t5A000008tfLxQAI,6/15/2021 19:59,,"$44,050.00 ",1,"$44,050.00 ",,"$44,050.00 ","$44,050.00 "
0055A000008zqzaQAA,8/20/2020 13:40,,FALSE,0055A000008zqzaQAA,8/20/2020 13:40,,,,00k5A00000sJpckQAC,0065A00001XbS13QAF,Smartwatch,01u5A000018IUPFQA4,ZCIA-01-0-0-01,01t31000007WXmnAAG,8/20/2020 13:40,,"$51,250.00 ",1,"$51,250.00 ",,"$51,250.00 ","$51,250.00 "
0055A00000BcmS5QAJ,6/15/2021 19:59,,FALSE,0055A00000BcmS5QAJ,6/15/2021 19:59,,,,00k6e00000v3lHBAAY,0066e00001eMoZFAA0,Digital Alarm Clock,01u5A0000195r2uQAA,720-00065,01t5A000008tfM2QAI,6/15/2021 19:59,,"$63,988.00 ",1,"$63,988.00 ",,"$63,988.00 ","$63,988.00 "
0055A000008zqzaQAA,8/20/2020 13:42,,FALSE,0055A000008zqzaQAA,8/20/2020 13:42,,,,00k5A00000sJpcmQAC,0065A0000112SfOQAU,Laptop Stand,01u5A000018IUPGQA4,ZCAS-0-01,01t31000007WXmsAAG,8/20/2020 13:42,,"$23,750.00 ",1,"$23,750.00 ",,"$23,750.00 ","$23,750.00 "
00531000007MUoEAAW,11/5/2020 19:17,,FALSE,00531000007MUoEAAW,2/23/2021 0:07,,,,00k5A00000sKtGoQAK,0065A00001cKIu4QAG,Mini Projector,01u5A000017CLgVQAW,820-00807,01t5A000007lypvQAA,2/23/2021 14:32,18,$199.00 ,5,$199.00 ,5,$995.00 ,$815.90 
0055A000008zqzaQAA,8/20/2020 13:42,,FALSE,0055A000008zqzaQAA,8/20/2020 13:42,,,,00k5A00000sJpcnQAC,0065A0000112SfOQAU,Yoga Mat,01u5A000018IbKWQA0,ZC-TRN-1DUS,01t5A000008sgzMQAQ,8/20/2020 13:42,,"$5,000.00 ",1,"$5,000.00 ",,"$5,000.00 ","$5,000.00 "
0055A000008zqzaQAA,8/20/2020 13:32,,FALSE,0055A000008zqzaQAA,8/20/2020 13:32,,,,00k5A00000sJpcWQAS,0065A00001XdGFRQA3,Pet Water Dispenser,01u5A000018IUPPQA4,850-00043,01t5A000006vx9WQAQ,8/20/2020 13:32,,"$4,995.00 ",1,"$4,995.00 ",,"$4,995.00 ","$4,995.00 "
0055A000008zqzaQAA,8/20/2020 13:07,,FALSE,0055A000008zqzaQAA,8/20/2020 13:07,,,,00k5A00000sJpbvQAC,0065A00001Wzl0vQAB,Organic Cotton T-Shirt,01u5A000018IVg5QAG,850-00051,01t5A000007ighVQAQ,8/20/2020 13:07,,"$147,200.00 ",1,"$147,200.00 ",,"$147,200.00 ","$147,200.00 "
00531000007KAu8AAG,8/20/2020 13:35,,FALSE,00531000007KAu8AAG,8/20/2020 13:35,,,,00k5A00000sJpcXQAS,0065A00001F9Ps7QAF,Pet Water Dispenser,01u5A000018IVfkQAG,ZCAS-0-01,01t31000007WXmsAAG,8/20/2020 13:35,,"$26,125.00 ",1,"$26,125.00 ",,"$26,125.00 ","$26,125.00 "
0055A000008zqzaQAA,8/20/2020 13:07,,FALSE,0055A000008zqzaQAA,8/20/2020 13:07,,,,00k5A00000sJpbwQAC,0065A00001Wzl0vQAB,Pet Water Dispenser,01u5A000018UeVfQAK,850-00058,01t5A000008iQewQAE,8/20/2020 13:07,,"$4,600.00 ",6,"$4,600.00 ",,"$27,600.00 ","$27,600.00 "
00531000007KAu8AAG,8/20/2020 13:35,,FALSE,00531000007KAu8AAG,8/20/2020 13:35,,,,00k5A00000sJpcYQAS,0065A00001F9Ps7QAF,Camping Tent,01u5A000018IX3TQAW,ZC-INST-INT,01t5A0000073IL0QAM,8/20/2020 13:35,,"$7,500.00 ",1,"$7,500.00 ",,"$7,500.00 ","$7,500.00 "
0055A000008zqzaQAA,8/20/2020 13:07,,FALSE,0055A000008zqzaQAA,8/20/2020 13:07,,,,00k5A00000sJpbxQAC,0065A00001M9qLkQAJ,Camping Tent,01u5A000018IVg5QAG,850-00051,01t5A000007ighVQAQ,8/20/2020 13:07,,"$147,200.00 ",1,"$147,200.00 ",,"$147,200.00 ","$147,200.00 "
00531000007KAu8AAG,8/20/2020 13:35,,FALSE,00531000007KAu8AAG,8/20/2020 13:35,,,,00k5A00000sJpcZQAS,0065A00001F9Ps7QAF,Portable Electric Heater,01u5A000018IVfjQAG,ZCIA-01-0-0-01,01t31000007WXmnAAG,8/20/2020 13:35,,"$56,375.00 ",1,"$56,375.00 ",,"$56,375.00 ","$56,375.00 "
0055A000008zqzaQAA,8/20/2020 13:07,,FALSE,0055A000008zqzaQAA,8/20/2020 13:07,,,,00k5A00000sJpbyQAC,0065A00001M9qLkQAJ,Fitness Tracker,01u5A000018UeVfQAK,850-00058,01t5A000008iQewQAE,8/20/2020 13:07,,"$4,600.00 ",6,"$4,600.00 ",,"$27,600.00 ","$27,600.00 "
0055A000008zqzaQAA,8/20/2020 13:32,,FALSE,0055A000008zqzaQAA,8/20/2020 13:32,,,,00k5A00000sJpcSQAS,0065A00001XdGFRQA3,Wireless Mouse,01u5A000018IUPYQA4,ZCM-BI-01,01t5A000007iV0lQAE,8/20/2020 13:32,,"$51,250.00 ",1,"$51,250.00 ",,"$51,250.00 ","$51,250.00 "
0055A000008zqzaQAA,8/20/2020 13:06,,FALSE,0055A000008zqzaQAA,8/20/2020 13:06,,,,00k5A00000sJpbrQAC,0065A00001a3KLDQA2,Garden Hose,01u5A000018IUPcQAO,850-00050,01t5A000007ighaQAA,8/20/2020 13:06,,"$4,000.00 ",6,"$4,000.00 ",,"$24,000.00 ","$24,000.00 "
0055A000008zqzaQAA,8/20/2020 13:32,,FALSE,0055A000008zqzaQAA,8/20/2020 13:32,,,,00k5A00000sJpcTQAS,0065A00001XdGFRQA3,Laptop Stand,01u5A000018IUPJQA4,810-00194,01t31000007WXnCAAW,8/20/2020 13:32,,"$3,350.00 ",1,"$3,350.00 ",,"$3,350.00 ","$3,350.00 "
00531000007MUoEAAW,11/5/2020 19:27,,FALSE,00531000007MUoEAAW,2/23/2021 0:07,,,,00k5A00000sKtH7QAK,0065A00001cKIu4QAG,Men's Running Shoes,01u5A000018UoOlQAK,LC Admin Fee,01t5A000008ihWFQAY,2/23/2021 14:32,,"$1,750.00 ",1,"$1,750.00 ",8,"$1,750.00 ","$1,750.00 "
0055A000008zqzaQAA,8/20/2020 13:32,,FALSE,0055A000008zqzaQAA,8/20/2020 13:32,,,,00k5A00000sJpcUQAS,0065A00001XdGFRQA3,Digital Alarm Clock,01u5A000018IUPIQA4,810-00195,01t31000007WXn2AAG,8/20/2020 13:32,,"$3,350.00 ",1,"$3,350.00 ",,"$3,350.00 ","$3,350.00 "
0055A000008zqzaQAA,8/20/2020 13:32,,FALSE,0055A000008zqzaQAA,8/20/2020 13:32,,,,00k5A00000sJpcVQAS,0065A00001XdGFRQA3,Portable Electric Heater,01u5A000018IUPLQA4,850-00034,01t31000007WXnRAAW,8/20/2020 13:32,,$695.00 ,1,$695.00 ,,$695.00 ,$695.00 
0055A00000Bnt5hQAB,3/10/2021 23:59,,FALSE,0055A00000Bnt5hQAB,3/10/2021 23:59,,,,00k5A00000v1eh1QAA,0065A00001dLCI1QAO,Home Air Purifier,01u5A0000195qkMQAQ,850-00050,01t5A000007ighaQAA,3/10/2021 23:59,,"$4,000.00 ",4,"$4,000.00 ",,"$16,000.00 ","$16,000.00 "
00531000007KAu8AAG,8/20/2020 13:35,,FALSE,00531000007KAu8AAG,8/20/2020 13:35,,,,00k5A00000sJpcaQAC,0065A00001F9Ps7QAF,Smart Home Security Camera,01u5A000018IVfrQAG,850-00043,01t5A000006vx9WQAQ,8/20/2020 13:35,,"$5,495.00 ",1,"$5,495.00 ",,"$5,495.00 ","$5,495.00 "
0055A00000Bnt5hQAB,3/10/2021 23:59,,FALSE,0055A00000Bnt5hQAB,3/10/2021 23:59,,,,00k5A00000v1eh0QAA,0065A00001dLCI1QAO,Yoga Mat,01u5A0000195r3JQAQ,850-00059,01t5A000008tfLsQAI,3/10/2021 23:59,,"$4,450.00 ",1,"$4,450.00 ",,"$4,450.00 ","$4,450.00 "
0055A00000Bnt5hQAB,3/11/2021 0:09,,FALSE,0055A00000Bnt5hQAB,3/11/2021 0:09,,,,00k5A00000v1eh5QAA,0065A00001dLCIVQA4,Electric Kettle,01u5A0000195r3JQAQ,850-00059,01t5A000008tfLsQAI,3/11/2021 0:09,,"$4,450.00 ",1,"$4,450.00 ",,"$4,450.00 ","$4,450.00 "
